date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2019-01-25,38.8699989,39.5325012,38.5800018,39.4399986,38.1826477,134142000.0,134142000.0,-0.68735,-1.768,38.76505,"January 25, 19",-0.01768
2019-01-28,38.9474983,39.0825005,38.4150009,39.0750008,37.8292847,104768400.0,104768400.0,-1.11821,-2.871,38.44226,"January 28, 19",-0.02871
2019-01-29,39.0625,39.5325012,38.5275002,38.6699982,37.4371872,166348800.0,166348800.0,-1.62531,-4.161,38.49906,"January 29, 19",-0.04161
2019-01-30,40.8125,41.5374985,40.0574989,41.3125,39.9954414,244439200.0,244439200.0,-0.8170600000000001,-2.002,40.53015,"January 30, 19",-0.02002
2019-01-31,41.5275002,42.25,41.1399994,41.6100006,40.2834625,162958400.0,162958400.0,-1.24404,-2.996,41.22449,"January 31, 19",-0.02996
2019-02-01,41.7400017,42.2449989,41.4824982,41.6300011,40.3028336,130672400.0,130672400.0,-1.43717,-3.443,41.34344,"February 01, 19",-0.03443
2019-02-04,41.8525009,42.9150009,41.8199997,42.8125,41.4476242,125982000.0,125982000.0,-0.40488,-0.967,42.06087,"February 04, 19",-0.00967
2019-02-05,43.2150002,43.7700005,43.0875015,43.5449982,42.1567726,144406400.0,144406400.0,-1.05823,-2.449,43.00476,"February 05, 19",-0.02449
2019-02-06,43.6624985,43.8925018,43.2125015,43.5600014,42.1713028,112958400.0,112958400.0,-1.4912,-3.415,43.0921,"February 06, 19",-0.03415
2019-02-07,43.0999985,43.4850006,42.5849991,42.7350006,41.3726006,126966800.0,126966800.0,-1.7274,-4.008,42.48087,"February 07, 19",-0.04008
2019-02-08,42.2475014,42.6650009,42.1049995,42.6025009,41.4212074,95280000.0,95280000.0,-0.8262900000000001,-1.956,42.06374,"February 08, 19",-0.01956
2019-02-11,42.7625008,42.8025017,42.3125,42.3574982,41.1830025,83973600.00000001,83973600.00000001,-1.5795,-3.694,42.09933,"February 11, 19",-0.03694
2019-02-12,42.5250015,42.75,42.4249992,42.7224998,41.5378838,89134000.0,89134000.0,-0.98712,-2.321,42.23763,"February 12, 19",-0.02321
2019-02-13,42.8474998,43.1199989,42.4799995,42.5449982,41.365303,89960799.99999999,89960799.99999999,-1.4822,-3.459,42.32177,"February 13, 19",-0.03459
2019-02-14,42.4275017,42.8149986,42.3450012,42.7000008,41.5160027,87342800.0,87342800.0,-0.9115,-2.148,42.22533,"February 14, 19",-0.02148
2019-02-15,42.8125,42.9249992,42.4375,42.6049995,41.4236412,98507200.0,98507200.0,-1.38886,-3.244,42.26205,"February 15, 19",-0.03244
2019-02-19,42.4275017,42.8600006,42.3725014,42.7324982,41.5475998,75891200.0,75891200.0,-0.8799,-2.074,42.26003,"February 19, 19",-0.02074
2019-02-20,42.7975006,43.3300018,42.7475014,43.0074997,41.8149719,104457600.0,104457600.0,-0.98253,-2.296,42.63083,"February 20, 19",-0.02296
2019-02-21,42.9500008,43.0924988,42.5750008,42.7649994,41.5792046,68998800.0,68998800.0,-1.3708,-3.192,42.41557,"February 21, 19",-0.03192
2019-02-22,42.8950005,43.25,42.8450012,43.2425003,42.0434723,75652800.0,75652800.0,-0.8515300000000001,-1.985,42.71282,"February 22, 19",-0.01985
2019-02-25,43.5400009,43.9674988,43.4874992,43.5574989,42.3497238,87493600.0,87493600.0,-1.19028,-2.734,43.26824,"February 25, 19",-0.02734
2019-02-26,43.4275017,43.8250008,43.2924995,43.5825005,42.3740425,68280800.0,68280800.0,-1.05346,-2.426,43.16385,"February 26, 19",-0.02426
2019-02-27,43.3025017,43.75,43.1824989,43.7174988,42.505291,111341600.0,111341600.0,-0.7972100000000001,-1.841,43.14593,"February 27, 19",-0.01841
2019-02-28,43.5800018,43.7275009,43.2299995,43.2874985,42.0872231,112861600.0,112861600.0,-1.49278,-3.425,43.01491,"February 28, 19",-0.03425
2019-03-01,43.5699997,43.7874985,43.2224998,43.7425003,42.5296021,103544800.0,103544800.0,-1.0404,-2.388,43.17987,"March 01, 19",-0.02388
2019-03-04,43.9225006,44.4375,43.4925003,43.9625015,42.7434998,109744800.0,109744800.0,-1.179,-2.684,43.55783,"March 04, 19",-0.02684
2019-03-05,43.9850006,44.0,43.6349983,43.8824997,42.6657181,78949600.0,78949600.0,-1.31928,-2.999,43.43357,"March 05, 19",-0.02999
2019-03-06,43.6674995,43.8725014,43.4850006,43.6300011,42.4202156,83241599.99999999,83241599.99999999,-1.24728,-2.856,43.25924,"March 06, 19",-0.02856
2019-03-07,43.4674988,43.6100006,43.0050011,43.125,41.9292297,99185600.0,99185600.0,-1.53827,-3.539,42.84808,"March 07, 19",-0.03539
2019-03-08,42.5800018,43.2675018,42.375,43.2275009,42.0288773,95997600.0,95997600.0,-0.55112,-1.294,42.55713,"March 08, 19",-0.01294
2019-03-11,43.8725014,44.7799988,43.8375015,44.7249985,43.4848518,128044000.0,128044000.0,-0.38765,-0.884,44.03412,"March 11, 19",-0.00884
2019-03-12,45.0,45.6674995,44.8424988,45.2275009,43.9734192,129870400.0,129870400.0,-1.02658,-2.281,44.82781,"March 12, 19",-0.02281
2019-03-13,45.5625,45.8250008,45.2299995,45.4275017,44.167881,124130000.0,124130000.0,-1.39462,-3.061,45.07429,"March 13, 19",-0.03061
2019-03-14,45.9749985,46.0250015,45.6399994,45.9324989,44.6588783,94318000.0,94318000.0,-1.31612,-2.863,45.44129,"March 14, 19",-0.02863
2019-03-15,46.2125015,46.8325005,45.9350014,46.5299988,45.2398071,156171600.0,156171600.0,-0.97269,-2.105,46.00244,"March 15, 19",-0.02105
2019-03-18,46.4500008,47.0974998,46.4474983,47.0050011,45.7016411,104879200.0,104879200.0,-0.74836,-1.611,46.41555,"March 18, 19",-0.01611
2019-03-19,47.0875015,47.2475014,46.4799995,46.6324997,45.3394699,126585600.0,126585600.0,-1.74803,-3.712,46.35566,"March 19, 19",-0.03712
2019-03-20,46.5574989,47.3725014,46.1824989,47.0400009,45.7356644,124140800.0,124140800.0,-0.8218300000000001,-1.765,46.43022,"March 20, 19",-0.01765
2019-03-21,47.5050011,49.0825005,47.4524994,48.7724991,47.4201279,204136800.0,204136800.0,-0.08487,-0.179,47.98504,"March 21, 19",-0.00179
2019-03-22,48.8349991,49.4225006,47.6949997,47.7625008,46.4381256,169630800.0,169630800.0,-2.39687,-4.908,47.85188,"March 22, 19",-0.04908
2019-03-25,47.8774986,47.9949989,46.6500015,47.1850014,45.8766441,175381200.0,175381200.0,-2.00085,-4.179,46.84055,"March 25, 19",-0.04179
2019-03-26,47.9150009,48.2200012,46.1450005,46.6974983,45.4026566,199202000.0,199202000.0,-2.51234,-5.243,46.58922,"March 26, 19",-0.05243
2019-03-27,47.1875,47.4399986,46.6375008,47.1175003,45.8110161,119393600.0,119393600.0,-1.37648,-2.917,46.62951,"March 27, 19",-0.02917
2019-03-28,47.2374992,47.3899994,46.8824997,47.1800003,45.8717842,83121600.0,83121600.0,-1.36572,-2.891,46.71476,"March 28, 19",-0.02891
2019-03-29,47.4575005,47.5200005,47.1349983,47.4874992,46.1707573,94256000.0,94256000.0,-1.28674,-2.711,46.94192,"March 29, 19",-0.02711
2019-04-01,47.9099998,47.9199982,47.0950012,47.8100014,46.484314,111448000.0,111448000.0,-1.42569,-2.976,47.16644,"April 01, 19",-0.02976
2019-04-02,47.7724991,48.6150017,47.7625008,48.5050011,47.1600418,91062800.0,91062800.0,-0.61246,-1.282,47.84585,"April 02, 19",-0.01282
2019-04-03,48.3125,49.125,48.2874985,48.8375015,47.4833221,93087200.0,93087200.0,-0.82918,-1.716,48.29861,"April 03, 19",-0.01716
2019-04-04,48.6974983,49.0924988,48.2849998,48.9225006,47.5659676,76457200.0,76457200.0,-1.13153,-2.324,48.31449,"April 04, 19",-0.02324
2019-04-05,49.1124992,49.2750015,48.9824982,49.25,47.884388,74106400.0,74106400.0,-1.22811,-2.501,48.71396,"April 05, 19",-0.02501
2019-04-08,49.1049995,50.0574989,49.0849991,50.0250015,48.6378975,103526800.0,103526800.0,-0.4671,-0.951,49.26013,"April 08, 19",-0.00951
2019-04-09,50.0800018,50.7125015,49.8074989,49.875,48.4920464,143072800.0,143072800.0,-1.58796,-3.171,49.67068,"April 09, 19",-0.03171
2019-04-10,49.6699982,50.1850014,49.5449982,50.1549988,48.7642899,86781200.0,86781200.0,-0.90571,-1.823,49.4981,"April 10, 19",-0.01823
2019-04-11,50.2125015,50.25,49.6100006,49.7374992,48.3583679,83603200.0,83603200.0,-1.85413,-3.693,49.40612,"April 11, 19",-0.03693
2019-04-12,49.7999992,50.0349998,49.0525017,49.7174988,48.3389244,111042800.0,111042800.0,-1.46107,-2.934,49.14214,"April 12, 19",-0.02934
2019-04-15,49.6450005,49.9625015,49.5024986,49.8074989,48.4264259,70146400.0,70146400.0,-1.21857,-2.455,49.29714,"April 15, 19",-0.02455
2019-04-16,49.8650017,50.3424988,49.6399994,49.8125,48.4312859,102785600.0,102785600.0,-1.43372,-2.875,49.47126,"April 16, 19",-0.02875
2019-04-17,49.8849983,50.8450012,49.6525002,50.7825012,49.3743896,115627200.0,115627200.0,-0.51061,-1.024,49.9573,"April 17, 19",-0.01024
2019-04-18,50.7799988,51.0374985,50.6300011,50.9650002,49.5518341,96783200.0,96783200.0,-1.22816,-2.419,50.40644,"April 18, 19",-0.02419
2019-04-22,50.7075005,51.2350006,50.5849991,51.1324997,49.7146873,77758000.0,77758000.0,-0.99281,-1.958,50.51156,"April 22, 19",-0.01958
2019-04-23,51.1074982,51.9375,50.9749985,51.8699989,50.4317436,93292000.0,93292000.0,-0.6757500000000001,-1.322,51.11475,"April 23, 19",-0.01322
2019-04-24,51.8400002,52.1199989,51.7625008,51.7900009,50.3539505,70162400.0,70162400.0,-1.48605,-2.867,51.41215,"April 24, 19",-0.02867
2019-04-25,51.7075005,51.9399986,51.2799988,51.3199997,49.8969803,74172800.0,74172800.0,-1.81052,-3.501,51.03899,"April 25, 19",-0.03501
